"","StartDate","EndDate","IPAddress","Duration","RecordedDate","ResponseId","LocationLatitude","LocationLongitude","ProlificID","Gender","Education","Salary","AIKnowledge","UsedAI","TimeEnergy","SimilarTasks","EnhanceHurt","Attention","Comments","Submission.id","Started.at","Completed.at","Reviewed.at","Archived.at","Time.taken","Completion.code","Total.approvals","Employment.sector","Age","Sex","Ethnicity","Country.of.birth","Country.of.residence","Language","Student.status","Employment.status"
"170","04/15/2023 14:06","04/15/2023 14:07","73.71.160.42",80,"04/15/2023 14:07","R_1ON92yMQZLvFGIG",38.4354,-122.7128,"5df97cf6deea2b70989b6528","Female","Bachelor’s Degree","$25,001 - $50,000","Somewhat familiar (heard of AI but have no knowledge of it)","Yes","little time","Can perform only a few tasks","detract","Compose an email","","643b03b024b103a49802387d","2023-04-15T20:06:12.097000Z","2023-04-15T20:07:35.874000Z","2023-04-15T20:07:36.273000","2023-04-15T20:07:36.201839Z",84,"CE3DWF28",3828,"Education & Training","52","Female","White","United States","United States","English","No","Full-Time"
"171","04/15/2023 14:06","04/15/2023 14:07","72.219.78.66",79,"04/15/2023 14:07","R_2wSsrO2a5Rtdyup",33.6128,-117.6622,"5b894987e79bf50001e1ff95","Female","Graduate Degree","$100,000+","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643b03c226afd1c482ed3848","2023-04-15T20:06:30.095000Z","2023-04-15T20:07:52.592000Z","2023-04-15T20:07:53.455000","2023-04-15T20:07:53.387281Z",83,"CE3DWF28",3010,"Education & Training","50","Female","White","United States","United States","English","No","Full-Time"
"172","04/15/2023 14:06","04/15/2023 14:07","24.239.108.144",68,"04/15/2023 14:07","R_5sAYtYsDf9hw1lT",40.8729,-80.2559,"60fe19cafe22cd7db9de1783","Female","Graduate Degree","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","neither","Compose an email","","643b03ced80080f5f4ed38ca","2023-04-15T20:06:42.321000Z","2023-04-15T20:07:55.575000Z","2023-04-15T20:07:56.090000","2023-04-15T20:07:56.087001Z",74,"CE3DWF28",2648,"Education & Training","36","Female","White","United States","United States","English","No","Part-Time"
"173","04/15/2023 14:07","04/15/2023 14:08","50.82.53.160",64,"04/15/2023 14:08","R_2EbrcHDCMUx7hBt",41.2154,-86.4192,"60817fcac988b1cc5ebb94be","Male","Graduate Degree","$50,001 - $75,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643b03fea47eb673095df88c","2023-04-15T20:07:29.092000Z","2023-04-15T20:08:39.369000Z","2023-04-15T20:08:39.868000","2023-04-15T20:08:39.784788Z",71,"CE3DWF28",85,"Education & Training","42","Male","White","United States","United States","English","No","Full-Time"
"174","04/15/2023 14:06","04/15/2023 14:08","24.243.153.181",134,"04/15/2023 14:08","R_2TREGWQBMilWDVm",30.2881,-97.764,"56c113f6eb5b22000d5baa6f","Female","Graduate Degree","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","little time","Can perform only a few tasks","detract","Compose an email","My work is highly customized and cannot be automated. ","643b03bd9cc474f6ad713c7e","2023-04-15T20:06:24.977000Z","2023-04-15T20:08:43.055000Z","2023-04-15T20:08:43.925000","2023-04-15T20:08:43.843806Z",139,"CE3DWF28",2983,"Education & Training","59","Female","White","United States","United States","English","No","Full-Time"
"175","04/15/2023 14:07","04/15/2023 14:09","72.93.246.247",101,"04/15/2023 14:09","R_29abI5B5i2NZRYk",42.4947,-70.8499,"5755a4c33c680b00095db408","Male","Bachelor’s Degree","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","lot of time","Can perform many tasks","enhance","Compose an email","","643b03f9a04e38ddce672ceb","2023-04-15T20:07:24.173000Z","2023-04-15T20:09:08.531000Z","2023-04-15T20:09:09.017000","2023-04-15T20:09:08.948146Z",105,"CE3DWF28",3762,"Education & Training","40","Male","White","United States","United States","Korean","No","Full-Time"
"176","04/15/2023 14:07","04/15/2023 14:09","72.210.65.196",103,"04/15/2023 14:09","R_2a950U3dSBRwUuF",32.8458,-83.6762,"5f0550bf5819b18476ee8343","Female","Graduate Degree","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform many tasks","enhance","Compose an email","Thank you!","643b03f970580e1d7660e3f6","2023-04-15T20:07:24.971000Z","2023-04-15T20:09:15.369000Z","2023-04-15T20:09:15.870000","2023-04-15T20:09:15.804762Z",111,"CE3DWF28",3532,"Education & Training","70","Female","White","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"177","04/15/2023 14:08","04/15/2023 14:09","98.47.25.147",48,"04/15/2023 14:09","R_2afPrEZ6bxr0hZ7",37.3479,-121.8527,"5678ea0289319e00116519c3","Male","Bachelor’s Degree","$50,001 - $75,000","Very familiar (up to date with AI trends and developments)","Yes","lot of time","Can perform many tasks","enhance","Compose an email","","643b044e40b98ab19502386b","2023-04-15T20:08:48.402000Z","2023-04-15T20:09:41.044000Z","2023-04-15T20:09:41.559000","2023-04-15T20:09:41.484936Z",53,"CE3DWF28",1595,"Education & Training","32","Male","Asian","United States","United States","Vietnamese","DATA_EXPIRED","DATA_EXPIRED"
"178","04/15/2023 14:09","04/15/2023 14:11","173.22.23.45",138,"04/15/2023 14:11","R_2lx8xv6NAjba2Rz",31.5791,-84.2138,"5dee72917309b950e5262f3a","Male","Bachelor’s Degree","$25,001 - $50,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform many tasks","enhance","Compose an email","","643b045973769eab6a7b3ef3","2023-04-15T20:09:03.929000Z","2023-04-15T20:11:28.690000Z","2023-04-15T20:11:29.182000","2023-04-15T20:11:29.106606Z",145,"CE3DWF28",3244,"Education & Training","28","Male","White","United States","United States","English","No","Full-Time"
"179","04/15/2023 14:08","04/15/2023 14:11","98.225.86.240",204,"04/15/2023 14:11","R_3fBIK8oiCHmcFrz",32.2163,-110.9241,"5cfd29e8254f9300019fc458","Female","Graduate Degree","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643b0420a99a4cf1cd3bc5fd","2023-04-15T20:08:04.030000Z","2023-04-15T20:11:44.461000Z","2023-04-15T20:11:44.953000","2023-04-15T20:11:44.862665Z",221,"CE3DWF28",785,"Education & Training","33","Female","White","United States","United States","English","No","Part-Time"
"180","04/15/2023 14:11","04/15/2023 14:12","73.146.19.215",44,"04/15/2023 14:12","R_2yf4JhnBzmfMfKh",39.1397,-86.5141,"6053ad542b81382607008fe2","Female","Bachelor’s Degree","$25,001 - $50,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform many tasks","enhance","Predict a future weather event","","643b04eec342d74e7419754b","2023-04-15T20:11:30.965000Z","2023-04-15T20:12:19.732000Z","2023-04-15T20:12:20.213000","2023-04-15T20:12:20.141012Z",49,"CE3DWF28",848,"Education & Training","28","Female","Asian","United States","United States","English","Yes","Full-Time"
"181","04/15/2023 14:13","04/15/2023 14:15","72.134.232.59",92,"04/15/2023 14:15","R_QfBY3729I7d8d8J",33.889,-118.347,"611430883fef20163883992d","Female","Some College","$0 - $25,000","Somewhat familiar (heard of AI but have no knowledge of it)","I Don't Know","some time","Can perform only a few tasks","neither","Compose an email","","643b0578f8e3c248b18b6f7f","2023-04-15T20:13:48.447000Z","2023-04-15T20:15:26.346000Z","2023-04-15T20:15:26.799000","2023-04-15T20:15:26.721706Z",98,"CE3DWF28",187,"Education & Training","20","Female","Other","United States","United States","English","Yes","Unemployed (and job seeking)"
"182","04/15/2023 14:13","04/15/2023 14:15","67.253.201.215",103,"04/15/2023 14:15","R_26arx7ZgALtHAFp",43.2138,-77.4575,"62c97a70d02df972bdfc2718","Female","Bachelor’s Degree","$100,000+","Very familiar (up to date with AI trends and developments)","Yes","lot of time","Can perform only a few tasks","enhance","Compose an email","","643b05794e89dd84e1001a43","2023-04-15T20:13:51.486000Z","2023-04-15T20:15:43.982000Z","2023-04-15T20:15:44.583000","2023-04-15T20:15:44.508011Z",113,"CE3DWF28",1861,"Education & Training","61","Female","White","United States","United States","English","No","Full-Time"
"183","04/15/2023 14:14","04/15/2023 14:16","73.117.188.59",115,"04/15/2023 14:16","R_emniwvHwnMOJ4oF",40.6151,-79.7827,"60fc6011bfe18980db6aec78","Female","Bachelor’s Degree","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform many tasks","enhance","Compose an email","","643b05b25f739f4652512db1","2023-04-15T20:14:47.373000Z","2023-04-15T20:16:50.003000Z","2023-04-15T20:16:50.510000","2023-04-15T20:16:50.423985Z",123,"CE3DWF28",407,"Education & Training","49","Female","White","United States","United States","English","No","Full-Time"
"184","04/15/2023 14:16","04/15/2023 14:18","174.245.4.133",84,"04/15/2023 14:18","R_1CayYDry8x4Fahh",42.4622,-83.3994,"6144834d136ed7f27d2dbe60","Female","Graduate Degree","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","neither","Compose an email","","643b04539da67dbe3bcd61eb","2023-04-15T20:13:50.212000Z","2023-04-15T20:18:05.864000Z","2023-04-15T20:18:06.324000","2023-04-15T20:18:06.236693Z",256,"CE3DWF28",2605,"Education & Training","49","Female","White","United States","United States","English","No","Full-Time"
"185","04/15/2023 14:17","04/15/2023 14:18","73.39.125.19",85,"04/15/2023 14:18","R_3F26TAw8kqTZ0lY",39.4615,-77.9742,"60fd6618f9a377f54dcdf318","Male","Graduate Degree","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","lot of time","Can perform only a few tasks","enhance","Compose an email","","643b063a9da67dbe3bcd622a","2023-04-15T20:17:01.931000Z","2023-04-15T20:18:37.467000Z","2023-04-15T20:18:37.976000","2023-04-15T20:18:37.915646Z",96,"CE3DWF28",3364,"Education & Training","36","Male","White","United States","United States","English","Yes","Full-Time"
"186","04/15/2023 14:17","04/15/2023 14:19","12.4.5.75",115,"04/15/2023 14:19","R_3kizlwAjTrqnky4",34.8939,-81.834,"5de8734b44b3127e513ae247","Female","Bachelor’s Degree","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","neither","Compose an email","","643b06434f2e936cb3001a21","2023-04-15T20:17:14.064000Z","2023-04-15T20:19:15.799000Z","2023-04-15T20:19:16.296000","2023-04-15T20:19:16.228444Z",122,"CE3DWF28",1688,"Education & Training","32","Female","White","United States","United States","English","No","Full-Time"
"187","04/15/2023 14:17","04/15/2023 14:20","172.58.222.238",146,"04/15/2023 14:20","R_3jZhJWqnQnlcI5A",42.2743,-71.0972,"5ec75df0d799ae1c11a8115c","Female","Bachelor’s Degree","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643b065936f746da0c8b0b3c","2023-04-15T20:17:45.124000Z","2023-04-15T20:20:15.394000Z","2023-04-15T20:20:15.853000","2023-04-15T20:20:15.776697Z",151,"CE3DWF28",2803,"Education & Training","23","Female","White","United States","United States","English","Yes","Part-Time"
"188","04/15/2023 14:12","04/15/2023 14:21","68.46.87.115",539,"04/15/2023 14:21","R_32KHhM2E1avJcPl",45.0116,-93.0351,"561bbdf9811d22000df3138a","Male","Bachelor’s Degree","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","No","some time","Can perform only a few tasks","enhance","Compose an email","","643b019d61a54efdd0e06488","2023-04-15T19:57:21.119000Z","2023-04-15T20:21:56.176000Z","2023-04-15T20:21:58.457000","2023-04-15T20:21:58.370697Z",1476,"CE3DWF28",5819,"Education & Training","38","Male","White","United States","United States","English","No","Full-Time"
"189","04/15/2023 14:20","04/15/2023 14:22","108.91.3.83",84,"04/15/2023 14:22","R_yD813LJocg3CugF",29.9734,-90.0885,"63f595219664bb187f8b6017","Female","Graduate Degree","$25,001 - $50,000","Somewhat familiar (heard of AI but have no knowledge of it)","Yes","some time","Can perform many tasks","neither","Compose an email","","643b0716b3ba858437672cd8","2023-04-15T20:20:41.230000Z","2023-04-15T20:22:11.805000Z","2023-04-15T20:22:12.981000","2023-04-15T20:22:12.914148Z",91,"CE3DWF28",194,"Education & Training","34","Female","White","United States","United States","English","No","Full-Time"
"190","04/15/2023 14:20","04/15/2023 14:22","75.35.206.100",112,"04/15/2023 14:22","R_2pVHcDMcHmwZqYm",37.9668,-87.4912,"5e74f8d162625f04cadfbe97","Female","Bachelor’s Degree","$50,001 - $75,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform many tasks","enhance","Compose an email","I work for a company that, unfortunately, will be closing in large part due to AI. ","643b0711f789730cc7141a22","2023-04-15T20:20:38.073000Z","2023-04-15T20:22:33.748000Z","2023-04-15T20:22:34.223000","2023-04-15T20:22:34.110590Z",116,"CE3DWF28",350,"Education & Training","38","Female","White","United States","United States","English","No","Full-Time"
"191","04/15/2023 14:21","04/15/2023 14:23","136.36.227.247",96,"04/15/2023 14:23","R_12JuJlZ2utzF7GU",40.7406,-111.823,"5e5c9623d3e2d3475fea5cff","Male","Bachelor’s Degree","$75,001 - $100,000","Very familiar (up to date with AI trends and developments)","Yes","lot of time","Can perform many tasks","enhance","Compose an email","That was interesting.","643b074d453f4d75e07b3ec4","2023-04-15T20:21:36.752000Z","2023-04-15T20:23:17.830000Z","2023-04-15T20:23:18.447000","2023-04-15T20:23:18.358985Z",102,"CE3DWF28",4765,"Education & Training","49","Male","White","United States","United States","English","No","Full-Time"
"192","04/15/2023 14:02","04/15/2023 14:23","192.183.84.145",1268,"04/15/2023 14:23","R_4Spjaolgr3YGBO1",40.4798,-88.9922,"63cc62e53735576a651d54a9","Female","Graduate Degree","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","neither","Operate a self-driving car","","643b02beab4d86f910512dca","2023-04-15T20:02:06.931000Z","2023-04-15T20:23:19.880000Z","2023-04-15T20:23:20.321000","2023-04-15T20:23:20.251837Z",1273,"CE3DWF28",800,"Education & Training","56","Female","White","United States","United States","English","No","Full-Time"
"193","04/15/2023 14:16","04/15/2023 14:23","107.147.181.40",417,"04/15/2023 14:23","R_9tzuxJkALc04d8Z",39.7764,-86.1077,"606e4eb2a56685e5593304cd","Male","Bachelor’s Degree","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643b06119da67dbe3bcd6223","2023-04-15T20:16:22.476000Z","2023-04-15T20:23:25.701000Z","2023-04-15T20:23:26.216000","2023-04-15T20:23:26.124523Z",424,"CE3DWF28",4108,"Education & Training","54","Male","White","United States","United States","English","Yes","Full-Time"
"194","04/15/2023 14:23","04/15/2023 14:24","206.74.105.224",95,"04/15/2023 14:24","R_emMjbmiaVJwvMtj",34.318,-82.6552,"5b2bfb37163ead00013fb8b4","Female","Bachelor’s Degree","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643b07b1c8f71e3342955847","2023-04-15T20:23:15.749000Z","2023-04-15T20:24:54.365000Z","2023-04-15T20:24:54.796000","2023-04-15T20:24:54.726587Z",99,"CE3DWF28",3442,"Education & Training","58","Female","White","United States","United States","English","No","Full-Time"
"195","04/15/2023 14:24","04/15/2023 14:26","172.56.216.198",94,"04/15/2023 14:26","R_2xLd6pbxbrES9on",39.9486,-75.2339,"634865f77fe29563ec6f621c","Male","Graduate Degree","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform many tasks","enhance","Compose an email","","643b07c66d42229429197566","2023-04-15T20:24:38.833000Z","2023-04-15T20:26:17.012000Z","2023-04-15T20:26:17.515000","2023-04-15T20:26:17.404615Z",99,"CE3DWF28",1488,"Education & Training","31","Male","Mixed","Honduras","United States","English","Yes","Full-Time"
"196","04/15/2023 14:27","04/15/2023 14:29","68.174.181.246",64,"04/15/2023 14:29","R_8dMSoV1VTh9I9cB",40.7623,-73.8724,"5f17a94617cf7a02dbf55360","Female","High School","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643b08c70c70d430f396d571","2023-04-15T20:27:56.836000Z","2023-04-15T20:29:07.775000Z","2023-04-15T20:29:08.651000","2023-04-15T20:29:08.548637Z",71,"CE3DWF28",269,"Education & Training","21","Female","White","United States","United States","English","Yes","Part-Time"
"197","04/15/2023 14:29","04/15/2023 14:31","98.60.244.78",117,"04/15/2023 14:31","R_3JaAI3Q0OuVWmbV",35.0813,-106.6212,"640573118f53bf82f3204732","Female","Graduate Degree","$25,001 - $50,000","Very familiar (up to date with AI trends and developments)","Yes","lot of time","Can perform only a few tasks","enhance","Compose an email","","643b093ae716ce98d3dc45b7","2023-04-15T20:29:51.040000Z","2023-04-15T20:31:53.228000Z","2023-04-15T20:31:53.776000","2023-04-15T20:31:53.683276Z",123,"CE3DWF28",190,"Education & Training","38","Female","Asian","Bangladesh","United States","Bengali","No","Part-Time"
"198","04/15/2023 14:30","04/15/2023 14:32","174.207.37.138",126,"04/15/2023 14:32","R_2EgBEvWioEuIdrP",41.4385,-81.7398,"6167abbd7db521535e811eb0","Female","Some College","$25,001 - $50,000","Extremely knowledgeable (have an in-depth understanding of AI and its technical workings)","Yes","lot of time","Can perform many tasks","enhance","Compose an email","","643b095a7762119d321974d1","2023-04-15T20:30:21.619000Z","2023-04-15T20:32:32.027000Z","2023-04-15T20:32:32.539000","2023-04-15T20:32:32.475263Z",131,"CE3DWF28",379,"Education & Training","21","Female","Black","United States","United States","English","Yes","Unemployed (and job seeking)"
"199","04/15/2023 14:32","04/15/2023 14:34","75.84.160.154",154,"04/15/2023 14:34","R_2Enm1uMdt7dyTII",33.9388,-117.416,"63a2844c9d6acbec7228a420","Female","Graduate Degree","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","little time","Can perform only a few tasks","enhance","Compose an email","","643b09c9f950073271992a02","2023-04-15T20:32:12.506000Z","2023-04-15T20:34:51.220000Z","2023-04-15T20:34:57.656000","2023-04-15T20:34:57.570682Z",159,"CE3DWF28",808,"Education & Training","51","Female","Black","Nigeria","United States","English","No","Full-Time"
"200","04/15/2023 14:34","04/15/2023 14:36","167.142.114.11",99,"04/15/2023 14:36","R_3DkFra73uMl81Qf",41.2946,-92.6442,"5e937e8e4d246b6b4162ae72","Male","Graduate Degree","$75,001 - $100,000","Extremely knowledgeable (have an in-depth understanding of AI and its technical workings)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","None","643b0a49169513dc713398ee","2023-04-15T20:34:20.751000Z","2023-04-15T20:36:05.337000Z","2023-04-15T20:36:05.845000","2023-04-15T20:36:05.780131Z",105,"CE3DWF28",4960,"Education & Training","33","Male","White","United States","United States","English","No","Full-Time"
"201","04/15/2023 14:33","04/15/2023 14:36","74.66.214.128",144,"04/15/2023 14:36","R_1LFGxKg7a8jZ1rn",40.7855,-73.8466,"5e64393b2a0d161c7c02126c","Female","Graduate Degree","$50,001 - $75,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform only a few tasks","neither","Compose an email","","643b0a0a1d8359ef7d2f290a","2023-04-15T20:33:47.582000Z","2023-04-15T20:36:15.702000Z","2023-04-15T20:36:16.241000","2023-04-15T20:36:16.169041Z",149,"CE3DWF28",2190,"Education & Training","35","Female","Mixed","United States","United States","English","No","Full-Time"
"202","04/15/2023 14:37","04/15/2023 14:38","68.60.132.94",48,"04/15/2023 14:38","R_22QR3NCCsyfPOWq",42.5538,-82.9185,"62791c8387c3f14a84f651be","Female","Bachelor’s Degree","$50,001 - $75,000","Extremely knowledgeable (have an in-depth understanding of AI and its technical workings)","Yes","lot of time","Can perform only a few tasks","enhance","Compose an email","","643b0b0bdb574b330e96d543","2023-04-15T20:37:35.953000Z","2023-04-15T20:38:29.601000Z","2023-04-15T20:38:53.802000","2023-04-15T20:38:53.836224Z",54,"CE3DWF28",2073,"Education & Training","32","Female","White","United States","United States","English","No","Full-Time"
"203","04/15/2023 14:36","04/15/2023 14:40","69.242.6.151",221,"04/15/2023 14:40","R_1hxR8sjLDEhpIPO",40.3033,-75.5977,"610b100248690667e78893c4","Female","Some College","$0 - $25,000","Somewhat familiar (heard of AI but have no knowledge of it)","No","no time","Can perform only a few tasks","detract","Compose an email","","643b0ae1d24e6064aa339953","2023-04-15T20:36:52.510000Z","2023-04-15T20:40:41.582000Z","2023-04-15T20:40:42.072000","2023-04-15T20:40:41.953350Z",230,"CE3DWF28",282,"Education & Training","22","Female","Black","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"204","04/15/2023 14:46","04/15/2023 14:47","174.205.110.174",65,"04/15/2023 14:47","R_20S9iRxiLAo7QVG",36.1172,-115.0528,"5af0a7e5c36b060001f7df3b","Male","Graduate Degree","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","No","some time","Can perform only a few tasks","neither","Compose an email","","643b0d0f6679c68ce0e064a5","2023-04-15T20:46:10.314000Z","2023-04-15T20:47:20.527000Z","2023-04-15T20:47:20.990000","2023-04-15T20:47:20.921770Z",71,"CE3DWF28",355,"Education & Training","34","Male","White","United States","United States","English","No","Full-Time"
"205","04/15/2023 14:47","04/15/2023 14:48","71.87.81.98",41,"04/15/2023 14:48","R_1pAQRSjqsFW3lDq",43.103,-89.5073,"605247e21ff59d8d1d6887fd","Male","Graduate Degree","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643b0d56f34cab28a4e3e035","2023-04-15T20:47:18.038000Z","2023-04-15T20:48:03.809000Z","2023-04-15T20:48:04.299000","2023-04-15T20:48:04.221579Z",46,"CE3DWF28",505,"Education & Training","28","Male","Asian","United States","United States","English","Yes","Full-Time"
"206","04/15/2023 14:48","04/15/2023 14:49","107.77.233.110",72,"04/15/2023 14:49","R_28FMSJiEtuoZsLA",37.751,-97.822,"5c0564901911320001ba9a36","Female","Bachelor’s Degree","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","neither","Compose an email","","643b0da4a0f5a0361222f044","2023-04-15T20:48:39.128000Z","2023-04-15T20:49:59.307000Z","2023-04-15T20:49:59.842000","2023-04-15T20:49:59.759755Z",81,"CE3DWF28",469,"Education & Training","29","Female","White","United States","United States","English","No","Full-Time"
"207","04/15/2023 14:48","04/15/2023 14:50","174.214.48.76",80,"04/15/2023 14:50","R_271fO5IgEdOkMNJ",38.9582,-85.8875,"61044e57d36682329f7b8df8","Female","Bachelor’s Degree","$25,001 - $50,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643b0dafbbb455b7b41b23c5","2023-04-15T20:48:54.202000Z","2023-04-15T20:50:21.148000Z","2023-04-15T20:50:21.652000","2023-04-15T20:50:21.574953Z",87,"CE3DWF28",99,"Education & Training","43","Female","White","United States","United States","English","No","Full-Time"
"208","04/15/2023 14:48","04/15/2023 14:50","72.201.62.177",133,"04/15/2023 14:50","R_33wlfPTPvfQlZbS",33.3908,-111.9184,"5eea18fc3e537f0c21f2e9df","Female","Some College","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","lot of time","Can perform many tasks","detract","Compose an email","","643b0d80fd6caeb50f3adf12","2023-04-15T20:48:06.983000Z","2023-04-15T20:50:24.987000Z","2023-04-15T20:50:25.495000","2023-04-15T20:50:25.393244Z",139,"CE3DWF28",2884,"Education & Training","41","Female","Mixed","United States","United States","English","No","Full-Time"
"209","04/15/2023 14:54","04/15/2023 14:55","108.31.237.76",75,"04/15/2023 14:55","R_2UXeL4UhJYwD4Qs",39.1361,-77.2824,"6104b1c50f6057c1d8a6e3a6","Female","Graduate Degree","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","neutral","Cannot perform any tasks","detract","Compose an email","none","643b0f00f6c42d08388062e1","2023-04-15T20:54:27.424000Z","2023-04-15T20:55:45.840000Z","2023-04-15T20:55:46.374000","2023-04-15T20:55:46.283617Z",79,"CE3DWF28",945,"Education & Training","27","Female","White","United States","United States","English","No","Full-Time"
"210","04/15/2023 14:55","04/15/2023 14:56","71.184.244.73",61,"04/15/2023 14:56","R_3G6VSIACDWiD5uR",41.9082,-71.1031,"60fccda5792c49c693dfcd19","Female","Graduate Degree","$75,001 - $100,000","Very familiar (up to date with AI trends and developments)","Yes","lot of time","Can perform many tasks","enhance","Compose an email","","643b0f284a296e9f2895587a","2023-04-15T20:55:08.032000Z","2023-04-15T20:56:13.649000Z","2023-04-15T20:56:14.120000","2023-04-15T20:56:14.046577Z",66,"CE3DWF28",606,"Education & Training","42","Female","White","United States","United States","English","No","Full-Time"
"211","04/15/2023 14:56","04/15/2023 15:00","73.247.20.25",232,"04/15/2023 15:00","R_1isRd0erBElHzwi",41.5335,-87.8931,"61511b7499620085c08c171d","Female","Graduate Degree","$100,000+","Somewhat familiar (heard of AI but have no knowledge of it)","Yes","some time","Can perform only a few tasks","neither","Compose an email","","643b0f6ff6c42d08388062f5","2023-04-15T20:56:19.048000Z","2023-04-15T21:00:14.721000Z","2023-04-15T21:00:15.284000","2023-04-15T21:00:15.174381Z",236,"CE3DWF28",1874,"Education & Training","40","Female","White","United States","United States","English","Yes","Full-Time"
"212","04/15/2023 15:01","04/15/2023 15:02","107.77.234.131",96,"04/15/2023 15:02","R_5tDIf5vuFKc6ehr",33.7485,-84.3871,"5c6a5469a3b8830001beec7f","Female","Some College","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","little time","Can perform many tasks","enhance","Compose an email","","643b1097e365742c3660e433","2023-04-15T21:01:15.678000Z","2023-04-15T21:02:56.894000Z","2023-04-15T21:02:57.394000","2023-04-15T21:02:57.314657Z",102,"CE3DWF28",1823,"Education & Training","48","Female","Black","United States","United States","English","Yes","Full-Time"
"213","04/15/2023 15:02","04/15/2023 15:03","24.17.44.109",82,"04/15/2023 15:03","R_1mX9goiLwU2yDpD",47.5834,-122.2979,"57334d427d01ed00098e8e69","Male","Bachelor’s Degree","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform many tasks","neither","Compose an email","","643b10d2423d338f153adefb","2023-04-15T21:02:14.711000Z","2023-04-15T21:03:44.721000Z","2023-04-15T21:03:45.172000","2023-04-15T21:03:45.105189Z",91,"CE3DWF28",5410,"Education & Training","38","Male","Asian","Liberia","United States","English","No","Full-Time"
"214","04/15/2023 15:03","04/15/2023 15:06","68.237.37.130",170,"04/15/2023 15:06","R_2eVE8O5yDIWqysh",40.7123,-74.0068,"5fc5a2371b535212264944ca","Female","Some College","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","no time","Cannot perform any tasks","detract","Compose an email","","643b10f2cab3077280d976a8","2023-04-15T21:02:47.918000Z","2023-04-15T21:06:07.469000Z","2023-04-15T21:06:07.897000","2023-04-15T21:06:07.822856Z",200,"CE3DWF28",913,"Education & Training","50","Female","White","United States","United States","English","No","Part-Time"
