StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,ProlificID,Age,Gender,Education,Salary,AIKnowledge,UsedAI,TimeEnergy,SimilarTasks,EnhanceHurt,Attention,Comments
04/15/2023 15:21,04/15/2023 15:24,IP Address,72.188.106.28,100,149,TRUE,04/15/2023 15:24,R_2tn7jy3N3BMsYVZ,28.5344,-81.3783,anonymous,EN,I consent to participate in this study,63460f79457f687948f53b88,33,Male,Graduate Degree,"$0 - $25,000",Very familiar (up to date with AI trends and developments),Yes,Save some time,Can perform many tasks,AI will enhance my work,Compose an email,na
04/15/2023 15:23,04/15/2023 15:25,IP Address,107.12.135.151,100,68,TRUE,04/15/2023 15:25,R_1rN8S4FB0dtDRIi,34.777,-77.3769,anonymous,EN,I consent to participate in this study,5e422e361f35e20cab919427,36,Female,Bachelor’s Degree,"$0 - $25,000",Somewhat familiar (heard of AI but have no knowledge of it),I Don't Know,Save some time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/15/2023 15:24,04/15/2023 15:26,IP Address,107.77.212.32,100,94,TRUE,04/15/2023 15:26,R_3QRGAtiQ2L2R5ej,34.0544,-118.244,anonymous,EN,I consent to participate in this study,5ec6852ffa4c53071c789fe8,33,Female,Bachelor’s Degree,"$75,001 - $100,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/15/2023 15:25,04/15/2023 15:26,IP Address,76.17.254.149,100,66,TRUE,04/15/2023 15:26,R_2QtyOLyU3wAkZz6,44.9764,-93.224,anonymous,EN,I consent to participate in this study,628249f0c32418e0ba1572fe,42,Female,Graduate Degree,"$100,000+",Moderately familiar (have some understanding of what AI is and how it works),No,Save some time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/15/2023 15:30,04/15/2023 15:32,IP Address,73.253.136.105,100,109,TRUE,04/15/2023 15:32,R_2xDzAtINQl2OCCB,41.8578,-72.6591,anonymous,EN,I consent to participate in this study,63ed2550d0836aae9f270214,31,Male,Graduate Degree,"$50,001 - $75,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/15/2023 15:31,04/15/2023 15:33,IP Address,174.208.101.14,100,113,TRUE,04/15/2023 15:33,R_2fp2FVsQW0TCrs1,38.687,-121.3477,anonymous,EN,I consent to participate in this study,5cc97b4e627fc30013fc2398,30,Female,Bachelor’s Degree,"$50,001 - $75,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform many tasks,AI will enhance my work,Compose an email,
04/15/2023 15:32,04/15/2023 15:33,IP Address,98.118.105.29,100,69,TRUE,04/15/2023 15:33,R_4SCu2cmMifcAYGB,42.428,-71.0618,anonymous,EN,I consent to participate in this study,5dcea4c3bc83380fe65dba2a,59,Male,Graduate Degree,"$50,001 - $75,000",Moderately familiar (have some understanding of what AI is and how it works),No,Save some time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/15/2023 15:33,04/15/2023 15:36,IP Address,75.66.242.185,100,157,TRUE,04/15/2023 15:36,R_tSXnDYD8Ntxcz2F,35.1499,-90.0558,anonymous,EN,I consent to participate in this study,6234a8a7dca8124a2b88859b,49,Male,Graduate Degree,"$75,001 - $100,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save no time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/15/2023 15:35,04/15/2023 15:38,IP Address,104.58.145.92,100,184,TRUE,04/15/2023 15:38,R_3iVg4wZh0hhR38V,30.6922,-88.0425,anonymous,EN,I consent to participate in this study,63d4857d5c9e6f18b03027b3,52,Male,Bachelor’s Degree,"$75,001 - $100,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will enhance my work,Operate a self-driving car,"Thank you for the opportunity to participate, it is appreciated.  "
04/15/2023 15:38,04/15/2023 15:39,IP Address,172.90.73.181,100,61,TRUE,04/15/2023 15:39,R_1zFTqriIvqYhWwx,33.7854,-117.7948,anonymous,EN,I consent to participate in this study,5e9a2251a69f690b9cc31ede,34,Female,Some College,"$25,001 - $50,000",Moderately familiar (have some understanding of what AI is and how it works),I Don't Know,Save some time,Cannot perform any tasks,AI will neither enhance nor detract from my work,Compose an email,nice survey
04/15/2023 15:37,04/15/2023 15:39,IP Address,71.231.148.245,100,134,TRUE,04/15/2023 15:39,R_3MAU5DYGWRLpT21,47.6459,-122.3995,anonymous,EN,I consent to participate in this study,5e59ee3a2bff541fcf05d86e,23,Prefer to self-describe:,Some College,"$0 - $25,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/15/2023 15:37,04/15/2023 15:39,IP Address,108.54.176.145,100,89,TRUE,04/15/2023 15:39,R_3hFrPNfzINFtQEi,40.8518,-73.8705,anonymous,EN,I consent to participate in this study,63fb616a798d079c9ee0a7ff,49,Male,Graduate Degree,"$100,000+",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save a lot of time,Can perform many tasks,AI will enhance my work,Compose an email,Thank you and good luck with your research.
04/15/2023 15:38,04/15/2023 15:40,IP Address,24.93.24.3,100,115,TRUE,04/15/2023 15:40,R_1P1biYBIbUxaGN0,43.5604,-76.1166,anonymous,EN,I consent to participate in this study,63d3fa067fc761e289bd1920,32,Female,Graduate Degree,"$50,001 - $75,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/15/2023 15:39,04/15/2023 15:41,IP Address,108.209.22.211,100,102,TRUE,04/15/2023 15:41,R_2TmWaUphLuBYSxm,42.7686,-86.117,anonymous,EN,I consent to participate in this study,6268a3f5379f921275a284f1,57,Female,Bachelor’s Degree,"$25,001 - $50,000",Somewhat familiar (heard of AI but have no knowledge of it),I Don't Know,Save little time,Can perform only a few tasks,AI will detract from my work,Compose an email,
04/15/2023 15:41,04/15/2023 15:43,IP Address,71.58.106.244,100,151,TRUE,04/15/2023 15:43,R_1QsFjCbEdJkrgpb,40.8103,-77.888,anonymous,EN,I consent to participate in this study,63d405f7e050f2a0ac79492b,28,Female,Graduate Degree,"$25,001 - $50,000",Somewhat familiar (heard of AI but have no knowledge of it),No,Save some time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/15/2023 15:43,04/15/2023 15:45,IP Address,98.176.159.198,100,67,TRUE,04/15/2023 15:45,R_ebzdshpGZSurZsZ,32.7916,-116.971,anonymous,EN,I consent to participate in this study,60fda57e0916dfe2157c9b00,23,Female,Bachelor’s Degree,"$0 - $25,000",Very familiar (up to date with AI trends and developments),Yes,Save some time,Can perform many tasks,AI will enhance my work,Compose an email,
04/15/2023 15:44,04/15/2023 15:45,IP Address,73.243.40.132,100,80,TRUE,04/15/2023 15:45,R_1QsGEOA4eC3gKZw,39.5437,-105.0136,anonymous,EN,I consent to participate in this study,60ff65ab803028f20f9e42a3,23,Female,Some College,"$0 - $25,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save no time,Cannot perform any tasks,AI will detract from my work,Compose an email,
04/15/2023 15:44,04/15/2023 15:51,IP Address,166.198.28.72,100,413,TRUE,04/15/2023 15:51,R_1r1YkFuVPoUBdov,35.4422,-97.4488,anonymous,EN,I consent to participate in this study,610d9b503a4ae74e0624e644,51,Female,Graduate Degree,"$50,001 - $75,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/15/2023 15:50,04/15/2023 15:51,IP Address,207.237.144.42,100,49,TRUE,04/15/2023 15:51,R_1H5Amf23fuchJ25,40.694,-73.9901,anonymous,EN,I consent to participate in this study,6117ba4fd05245c3cc387782,21,Female,Bachelor’s Degree,"$0 - $25,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Neutral,Can perform many tasks,AI will neither enhance nor detract from my work,Compose an email,
04/15/2023 15:50,04/15/2023 15:52,IP Address,174.211.99.196,100,112,TRUE,04/15/2023 15:52,R_3KCsqsv6AqpgIix,28.6344,-81.6221,anonymous,EN,I consent to participate in this study,5eadbd0338533245d9586905,36,Female,Graduate Degree,"$75,001 - $100,000",Very familiar (up to date with AI trends and developments),Yes,Save some time,Can perform only a few tasks,AI will detract from my work,Compose an email,
04/15/2023 15:49,04/15/2023 15:53,IP Address,70.20.37.220,100,267,TRUE,04/15/2023 15:53,R_VUbMzgOiCnS4i9H,43.8209,-69.9664,anonymous,EN,I consent to participate in this study,5f98ab718920801c578363ab,41,Female,Bachelor’s Degree,"$50,001 - $75,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform many tasks,AI will enhance my work,Compose an email,
04/15/2023 15:53,04/15/2023 15:55,IP Address,72.199.243.197,100,119,TRUE,04/15/2023 15:55,R_2AKHiHFDqQ43mQ2,32.7173,-117.157,anonymous,EN,I consent to participate in this study,5ed174832955ea0c743fead2,40,Male,Graduate Degree,"$50,001 - $75,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform many tasks,AI will enhance my work,Compose an email,
04/15/2023 15:56,04/15/2023 15:59,IP Address,76.34.89.142,100,160,TRUE,04/15/2023 15:59,R_xcnXZtwZ0DxezMl,39.9648,-83.126,anonymous,EN,I consent to participate in this study,610cb2e82784ac6af6469fc5,29,Female,Graduate Degree,"$50,001 - $75,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save little time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/16/2023 12:02,04/16/2023 12:03,IP Address,72.35.105.23,100,102,TRUE,04/16/2023 12:03,R_2bPlSGSWZcJCSYs,61.5883,-149.3959,anonymous,EN,I consent to participate in this study,62dc4a5fef307ee53c61afcc,29,Male,High School,"$25,001 - $50,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save little time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/16/2023 12:31,04/16/2023 12:33,IP Address,98.50.90.151,100,118,TRUE,04/16/2023 12:33,R_1EbtHeMrnxk3PJZ,39.6796,-104.9626,anonymous,EN,I consent to participate in this study,60ddf5abb47cc02285793096,23,Female,Bachelor’s Degree,"$50,001 - $75,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save little time,Can perform only a few tasks,AI will detract from my work,Compose an email,I work in healthcare so I don't trust AI to be as meticulous or caring as a human.
04/16/2023 12:40,04/16/2023 12:41,IP Address,73.180.255.169,100,94,TRUE,04/16/2023 12:41,R_1Qn42uDVSpQE8ed,39.2645,-76.6224,anonymous,EN,I consent to participate in this study,5edd1133213f7a077ee2709b,30,Male,Graduate Degree,"$50,001 - $75,000",Somewhat familiar (heard of AI but have no knowledge of it),Yes,Save some time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/16/2023 12:42,04/16/2023 12:46,IP Address,172.58.4.116,100,242,TRUE,04/16/2023 12:46,R_2aJ264rBVPVe6vt,33.7315,-84.4195,anonymous,EN,I consent to participate in this study,6151b5ac7510be42d379540b,49,Female,Bachelor’s Degree,"$25,001 - $50,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/16/2023 12:58,04/16/2023 13:03,IP Address,98.208.201.86,100,271,TRUE,04/16/2023 13:03,R_D78Qr864mo3b8gF,26.6414,-81.6977,anonymous,EN,I consent to participate in this study,5d60b5beea1c1c0001c98bf6,65,Female,Some College,"$25,001 - $50,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save little time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/16/2023 12:59,04/16/2023 13:06,IP Address,184.96.188.13,100,365,TRUE,04/16/2023 13:06,R_2sdxyUzsFTDjwuq,39.7388,-104.9868,anonymous,EN,I consent to participate in this study,64137d0dfe71cf6624348d27,64,Female,Bachelor’s Degree,"$25,001 - $50,000",Extremely knowledgeable (have an in-depth understanding of AI and its technical workings),Yes,Neutral,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,"I just wanted to point out that the example you gave does not have anything to do with true AI. It is pattern recognition, the program looks for associated patterns [words] and then displays the word which is the most recently used. There is no intelligence behind it. "
04/16/2023 13:09,04/16/2023 13:10,IP Address,172.56.90.164,100,88,TRUE,04/16/2023 13:10,R_21GHQaUtW132852,29.4135,-98.4645,anonymous,EN,I consent to participate in this study,609122350e5b8e743ab41f79,40,Female,Some College,"$25,001 - $50,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/16/2023 13:10,04/16/2023 13:12,IP Address,99.189.157.78,100,108,TRUE,04/16/2023 13:12,R_2ru7bLgKUKoUX2y,35.4662,-97.5168,anonymous,EN,I consent to participate in this study,5fe60e02c64c9641da0fa5cb,54,Female,Bachelor’s Degree,"$25,001 - $50,000",Somewhat familiar (heard of AI but have no knowledge of it),I Don't Know,Save little time,Can perform many tasks,AI will enhance my work,Compose an email,
04/16/2023 13:09,04/16/2023 13:12,IP Address,70.190.245.188,100,170,TRUE,04/16/2023 13:12,R_2tgITj2lPdRQXqa,33.4683,-112.0549,anonymous,EN,I consent to participate in this study,5b1f185488ee7400012b4b5c,60,Female,Some College,"$25,001 - $50,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/16/2023 13:14,04/16/2023 13:16,IP Address,174.240.117.5,100,109,TRUE,04/16/2023 13:16,R_3lKVnaVjKdbTDqF,42.6013,-83.178,anonymous,EN,I consent to participate in this study,5ef8c7d9b630670523229373,54,Female,Some College,"$25,001 - $50,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/16/2023 13:21,04/16/2023 13:23,IP Address,162.253.26.146,100,94,TRUE,04/16/2023 13:23,R_3qsRKrWeRIu6ijD,33.2,-87.56,anonymous,EN,I consent to participate in this study,610872fbe89ec576eee0e583,22,Female,Bachelor’s Degree,"$0 - $25,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/16/2023 13:21,04/16/2023 13:23,IP Address,174.213.242.17,100,126,TRUE,04/16/2023 13:24,R_26arthdPdgVkInI,44.9618,-93.2638,anonymous,EN,I consent to participate in this study,612053690485b0b2420a03fd,44,Female,High School,"$75,001 - $100,000",Very familiar (up to date with AI trends and developments),Yes,Save a lot of time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/16/2023 13:23,04/16/2023 13:24,IP Address,70.115.52.46,100,95,TRUE,04/16/2023 13:24,R_ewwOTylCY94fO0h,31.7775,-106.4903,anonymous,EN,I consent to participate in this study,5edd2225676334a0e631b7d0,29,Female,Graduate Degree,"$75,001 - $100,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/16/2023 13:25,04/16/2023 13:27,IP Address,70.117.171.103,100,133,TRUE,04/16/2023 13:27,R_1Kj9goJdPtxUG2z,31.7558,-106.4696,anonymous,EN,I consent to participate in this study,60fe1474fddd5ca98dde076b,26,Female,Some College,"$25,001 - $50,000",Completely unfamiliar (never heard of AI),I Don't Know,Save little time,Can perform only a few tasks,AI will detract from my work,Compose an email,
04/16/2023 13:23,04/16/2023 13:27,IP Address,24.246.163.170,100,265,TRUE,04/16/2023 13:27,R_3q8W4fvjW2C9Cgp,35.3596,-82.4266,anonymous,EN,I consent to participate in this study,5f47ed2f40b01f258408151b,35,Female,Graduate Degree,"$25,001 - $50,000",Moderately familiar (have some understanding of what AI is and how it works),I Don't Know,Save some time,Can perform many tasks,AI will neither enhance nor detract from my work,Compose an email,
04/16/2023 13:26,04/16/2023 13:27,IP Address,72.85.167.165,100,94,TRUE,04/16/2023 13:28,R_2cAiqyQQPo4tanr,41.9739,-71.3284,anonymous,EN,I consent to participate in this study,62d5b21d270815d0579d8c5c,52,Female,Bachelor’s Degree,"$75,001 - $100,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform many tasks,AI will enhance my work,Compose an email,
04/16/2023 13:27,04/16/2023 13:30,IP Address,172.59.233.126,100,174,TRUE,04/16/2023 13:30,R_sv8PqEln0HRp3jP,29.4213,-98.5313,anonymous,EN,I consent to participate in this study,6305235d094b81500c5e3371,44,Female,Some College,"$25,001 - $50,000",Somewhat familiar (heard of AI but have no knowledge of it),Yes,Save some time,Cannot perform any tasks,AI will neither enhance nor detract from my work,Compose an email,
04/16/2023 13:30,04/16/2023 13:31,IP Address,73.38.36.35,100,75,TRUE,04/16/2023 13:31,R_1eyrATLEhpIwC7T,43.6178,-72.5354,anonymous,EN,I consent to participate in this study,5fc6df58f380620a09116434,23,Female,Bachelor’s Degree,"$25,001 - $50,000",Somewhat familiar (heard of AI but have no knowledge of it),Yes,Save little time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/16/2023 13:30,04/16/2023 13:32,IP Address,174.197.193.63,100,100,TRUE,04/16/2023 13:32,R_ufUXLUtX7vykVjz,42.6701,-73.7754,anonymous,EN,I consent to participate in this study,61074ae762b0186a302f1028,38,Male,Some College,"$25,001 - $50,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/16/2023 13:32,04/16/2023 13:33,IP Address,74.83.80.105,100,67,TRUE,04/16/2023 13:33,R_27kzluzLVRdAcAA,39.1059,-84.5047,anonymous,EN,I consent to participate in this study,61fa93435719bc09cb834c4f,23,Female,Bachelor’s Degree,"$0 - $25,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save little time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/16/2023 13:32,04/16/2023 13:35,IP Address,209.243.3.254,100,216,TRUE,04/16/2023 13:35,R_29blKWbalXuB3ou,46.9208,-98.745,anonymous,EN,I consent to participate in this study,5843e65e56019d0001f6a305,37,Male,Some College,"$25,001 - $50,000",Moderately familiar (have some understanding of what AI is and how it works),I Don't Know,Neutral,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/16/2023 13:36,04/16/2023 13:37,IP Address,99.95.253.199,100,43,TRUE,04/16/2023 13:37,R_u1B5XnkZyyU7elH,36.7539,-119.7085,anonymous,EN,I consent to participate in this study,5843241166ef8c00018955fd,48,Male,Bachelor’s Degree,"$75,001 - $100,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform many tasks,AI will enhance my work,Compose an email,
04/16/2023 13:35,04/16/2023 13:38,IP Address,71.192.169.109,100,188,TRUE,04/16/2023 13:38,R_pz1VpoDKk0ocM2B,42.939,-70.819,anonymous,EN,I consent to participate in this study,6157b6f47949b07006a288d1,58,Female,Some College,"$25,001 - $50,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/16/2023 13:36,04/16/2023 13:38,IP Address,96.11.59.211,100,116,TRUE,04/16/2023 13:38,R_2D5YHcgeWX2tKI3,40.0326,-82.8799,anonymous,EN,I consent to participate in this study,5d1c0da8601cd70001728eac,27,Female,Graduate Degree,"$75,001 - $100,000",Very familiar (up to date with AI trends and developments),Yes,Save some time,Can perform only a few tasks,AI will detract from my work,Compose an email,
04/16/2023 13:32,04/16/2023 13:40,IP Address,128.252.154.3,100,433,TRUE,04/16/2023 13:40,R_2Sqbb3UFNFHTYju,38.6433,-90.2575,anonymous,EN,I consent to participate in this study,5ec59e86c9569f5e8000717b,36,Female,Graduate Degree,"$50,001 - $75,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/16/2023 13:38,04/16/2023 13:40,IP Address,76.26.82.26,100,98,TRUE,04/16/2023 13:40,R_1jftPIDd4OjmvLS,38.4077,-82.4405,anonymous,EN,I consent to participate in this study,6150d57bf41e1a4973587e5b,62,Male,Bachelor’s Degree,"$25,001 - $50,000",Very familiar (up to date with AI trends and developments),Yes,Save some time,Can perform many tasks,AI will enhance my work,Compose an email,
04/16/2023 13:39,04/16/2023 13:41,IP Address,98.29.204.85,100,110,TRUE,04/16/2023 13:41,R_3ItaOThzqMj1x7z,39.7531,-84.2507,anonymous,EN,I consent to participate in this study,60ba9b1108f554e36941c2b4,54,Male,Bachelor’s Degree,"$50,001 - $75,000",Very familiar (up to date with AI trends and developments),Yes,Save a lot of time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/16/2023 13:41,04/16/2023 13:42,IP Address,68.2.91.69,100,49,TRUE,04/16/2023 13:42,R_1eVihq33TXogIa1,33.4935,-111.9211,anonymous,EN,I consent to participate in this study,5c0b388b9c7b1100015ab55f,55,Female,Bachelor’s Degree,"$25,001 - $50,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save little time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/16/2023 13:39,04/16/2023 13:43,IP Address,172.59.105.209,100,227,TRUE,04/16/2023 13:43,R_1N4dgSAuoJgLnUh,29.9734,-90.0885,anonymous,EN,I consent to participate in this study,5ec00f62cf12be40ea6fe344,48,Female,Some College,"$25,001 - $50,000",Moderately familiar (have some understanding of what AI is and how it works),I Don't Know,Save a lot of time,Can perform many tasks,AI will enhance my work,Compose an email,
04/16/2023 13:42,04/16/2023 13:44,IP Address,174.103.194.50,100,87,TRUE,04/16/2023 13:44,R_qyYXYyXe1TgpVsZ,44.4371,-88.0795,anonymous,EN,I consent to participate in this study,63d181019036d598f33bfe33,32,Male,Bachelor’s Degree,"$25,001 - $50,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/16/2023 13:43,04/16/2023 13:44,IP Address,104.153.231.81,100,82,TRUE,04/16/2023 13:44,R_REunZxTH4xGOfbH,41.8972,-87.6196,anonymous,EN,I consent to participate in this study,5fab3afc780978629141d35f,25,Female,Graduate Degree,"$25,001 - $50,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Cannot perform any tasks,AI will neither enhance nor detract from my work,Compose an email,
04/16/2023 13:43,04/16/2023 13:44,IP Address,76.107.38.191,100,63,TRUE,04/16/2023 13:44,R_qE3hqj3qp12xssh,32.5057,-93.749,anonymous,EN,I consent to participate in this study,610b1591257ac027333f6f2b,46,Female,Graduate Degree,"$100,000+",Somewhat familiar (heard of AI but have no knowledge of it),Yes,Save some time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/16/2023 13:43,04/16/2023 13:44,IP Address,47.160.129.183,100,59,TRUE,04/16/2023 13:44,R_SOhCL9QCwUa58g9,29.5183,-95.0977,anonymous,EN,I consent to participate in this study,63e55b9998cfe6f533667161,38,Male,Bachelor’s Degree,"$75,001 - $100,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save little time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/16/2023 13:44,04/16/2023 13:45,IP Address,199.18.236.17,100,62,TRUE,04/16/2023 13:45,R_3HC6vMxgB3AkfHh,40.9165,-81.1174,anonymous,EN,I consent to participate in this study,60ff712d335699ee037aa128,22,Female,High School,"$0 - $25,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform many tasks,AI will detract from my work,Compose an email,
04/16/2023 13:44,04/16/2023 13:46,IP Address,76.167.116.101,100,99,TRUE,04/16/2023 13:46,R_2Uatg4kASaHTtS4,32.7203,-117.1552,anonymous,EN,I consent to participate in this study,61112645ce733afadd8f7bf9,29,Female,Graduate Degree,"$50,001 - $75,000",Somewhat familiar (heard of AI but have no knowledge of it),No,Save some time,Can perform only a few tasks,AI will detract from my work,Compose an email,
04/16/2023 13:45,04/16/2023 13:46,IP Address,72.169.96.117,100,109,TRUE,04/16/2023 13:46,R_3CPeX4fWJlEXBfZ,41.8764,-87.6133,anonymous,EN,I consent to participate in this study,5dcf1dd6e4f4a006d66099c7,53,Male,Bachelor’s Degree,"$100,000+",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/16/2023 13:45,04/16/2023 13:47,IP Address,198.177.53.98,100,70,TRUE,04/16/2023 13:47,R_3C8EegXUGqCZcn7,34.7169,-83.6936,anonymous,EN,I consent to participate in this study,5c8d7182d169ac0017d98627,28,Male,Bachelor’s Degree,"$25,001 - $50,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/16/2023 13:46,04/16/2023 13:47,IP Address,107.10.235.208,100,68,TRUE,04/16/2023 13:47,R_r16rfNJ2dPTQuyt,41.4459,-81.4212,anonymous,EN,I consent to participate in this study,57445a313fdc690010095688,27,Male,Some College,"$25,001 - $50,000",Very familiar (up to date with AI trends and developments),Yes,Save some time,Can perform many tasks,AI will enhance my work,Compose an email,n/a
04/16/2023 13:47,04/16/2023 13:49,IP Address,96.249.153.90,100,118,TRUE,04/16/2023 13:49,R_1CkcvoEwJJyKeKw,40.275,-76.8039,anonymous,EN,I consent to participate in this study,60838e2e91a6300001f9ac89,41,Female,Bachelor’s Degree,"$50,001 - $75,000",Very familiar (up to date with AI trends and developments),Yes,Save some time,Cannot perform any tasks,AI will detract from my work,Compose an email,
04/16/2023 13:48,04/16/2023 13:49,IP Address,208.38.234.247,100,55,TRUE,04/16/2023 13:49,R_Q4iAaz2ZvDLht9n,41.5576,-90.5461,anonymous,EN,I consent to participate in this study,636578c6aa1228f8b15ee701,22,Male,Bachelor’s Degree,"$0 - $25,000",Very familiar (up to date with AI trends and developments),Yes,Save little time,Cannot perform any tasks,AI will detract from my work,Compose an email,n/a
04/16/2023 13:47,04/16/2023 13:50,IP Address,75.223.95.123,100,143,TRUE,04/16/2023 13:50,R_1M5JUPqcRwP3VOF,36.2038,-115.2255,anonymous,EN,I consent to participate in this study,5a8b1ee2000dab00018cc7cd,34,Female,Some College,"$25,001 - $50,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/16/2023 13:48,04/16/2023 13:50,IP Address,71.121.246.143,100,99,TRUE,04/16/2023 13:50,R_eJ8puGUCVdNUpSp,39.2514,-76.7979,anonymous,EN,I consent to participate in this study,5f985596be2ea910b23827ed,23,Male,Bachelor’s Degree,"$75,001 - $100,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/16/2023 13:51,04/16/2023 13:52,IP Address,174.126.88.52,100,50,TRUE,04/16/2023 13:52,R_3rH9sf4NgVsEvqI,42.4718,-96.3549,anonymous,EN,I consent to participate in this study,63ea4609086ed7a4f9ee55a5,32,Female,Bachelor’s Degree,"$50,001 - $75,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/16/2023 13:51,04/16/2023 13:52,IP Address,72.241.210.25,100,69,TRUE,04/16/2023 13:52,R_2CVzd5qM51v3MFK,41.7088,-83.6053,anonymous,EN,I consent to participate in this study,60bd2dac3b83db2d6cafbdb5,25,Female,Bachelor’s Degree,"$0 - $25,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save a lot of time,Can perform only a few tasks,AI will enhance my work,Compose an email,
